id,query1,query2,label
23,抑扶健脾益肾颗粒多少钱？,抑扶健脾益肾颗粒需要多少钱？,1
24,西黄胶囊可不可以治疗肺结节吗,西黄胶囊能治疗肺结节吗,1
25,益肺清化颗粒一盒有几袋能喝几天,益肺清化颗粒一盒装几袋能喝多长时间,1
26,肺癌化疗后复发，咳得厉害有什么办法,化疗后肺癌又复发了，咳嗽厉害怎么治,1
27,肾阴虚吃川黄口服液百令胶囊归还有什么,肾阴虚吃川黄口服液百令胶囊归还有哪种药,1
28,荷叶丸这个药有什么作用,荷叶丸的作用是什么,1
29,秦巴止血胶囊用于治疗什么病,什么病可以吃秦巴止血胶囊,1
30,秦巴止血胶囊的功能有哪些,秦巴止血胶囊的有哪些功能,1
31,肺癌能不能吃阿斯美复方甲氧那明胶囊,肺癌可以吃阿斯美复方甲氧那明胶囊吗,1
32,阿斯美复方甲氧那明胶囊治疗咳嗽有效吗,阿斯美复方甲氧那明胶囊治疗咳嗽效果怎么样,1
33,肝癌患者能同时服用西黄胶囊和中药吗,肝癌患者可以一块服用西黄胶囊和中药吗,1
34,百令胶囊和补肺活血胶囊哪个效果好,百令胶囊和补肺活血胶囊哪个疗效好,1
35,达肺草哪个牌子疗效比较好呢,什么牌子的达肺草效果比较好呢,1
36,同仁堂百补增力丸可以治疗哪些疾病,同仁堂百补增力丸适用哪些疾病,1
37,百令胶囊吃多长时间见效,百令胶囊服用几天可见成效,1
38,咨询一下百令胶囊是非处方药吗,咨询一下百令胶囊是不是处方药,1
39,小孩吃了富露施咳嗽更厉害了是为什么,小孩吃了富露施咳嗽更厉害了是什么原因,1
40,孕妇能吃百补增力丸吗,孕妇可以服用百补增力丸吗,1
41,血热月经淋漓半月适合吃断血流片吗,血热月经淋漓半月还能吃断血流片吗,1
42,两岁半宝宝复方鲜竹沥液一次喝多少,两岁半宝宝复方鲜竹沥液一次喝20ML吗,1
43,鸦胆子油软胶囊对癌症晚期有效吗,癌症晚期吃鸦胆子油软胶囊还有用吗,1
44,肺内膜结核好了还需要继续吃补肺丸吗,肺内膜结核痊愈后还继续吃补肺丸吗,1
45,百令胶囊的用法用量,百令胶囊一天吃几次,1
46,服用鹤蟾片有哪些不良反应,服用鹤蟾片有哪些副作用,1
47,大补阴丸的服用时间是饭前还是餐后,大补阴丸应该在餐前还是饭后吃,1
48,同仁堂二母宁嗽丸的疗效怎么样,同仁堂二母宁嗽丸的疗效好吗,1
49,大补阴丸多少钱一盒,大补阴丸一盒几块钱,1
50,徐州云龙区哪里有售雷氏大补阴丸的,在徐州云龙区哪里可以买到雷氏大补阴丸的,1
51,富露施乙酰半胱氨酸颗粒对身体有危害吗,富露施乙酰半胱氨酸颗粒对身体有影响吗,1
52,银诺克利肺片选哪个生产厂家的好呢,银诺克利肺片效果好的厂家是哪个,1
53,立先裸花紫珠胶囊有啥作用效果好吗,立先裸花紫珠胶囊的疗效好吗,1
54,胃康灵胶囊哪个牌子比较好,哪个牌子的胃康灵胶囊好,1
55,您好益肺清化颗粒甜不甜,您好益肺清化颗粒是不是甜的,1
56,服用富露施会导致哪些不良反应呢,服用富露施会有哪些副作用,1
57,消化不良能吃百补增力丸吗,百补增力丸能治消化不良吗,1
58,你好请问达肺草有哪些功效,你好请问达肺草有哪些疗效,1
59,服用达肺草需要注意哪些事项,服用达肺草注意事项有哪些,1
60,服用达肺草的注意事项有哪些,服用达肺草应该注意哪些事项,1
61,请问服用达肺草的不良反应有哪些呢,请问服用达肺草会导致什么样的副作用 ,1
62,服用达肺草治疗痰喘的效果如何,请问痰喘服用达肺草的效果好吗,1
63,最近吃达肺草这个药，治疗痰中有血效果怎么样,服用达肺草治疗痰中带血的效果如何,1
64,小儿肺炎支原体肺炎会留下后遗症吗？,小儿肺炎支原体肺炎有没有后遗症?,1
65,治支原体肺炎用红霉素好吗？,治支原体肺炎服用红霉素好不好？,1
66,肺炎支原体阳性是什么引起的？,肺炎支原体阳性是什么原因导致的？,1
67,支原体肺炎的症状有什么？,支原体肺炎表现有哪些？,1
68,支原体感染引发的肺炎如何治疗以及食疗呀？,怎样治疗和如何食疗支原体肺炎？,1
69,小孩支原体肺炎是否传染？,小孩支原体肺炎会不会传染？,1
70,得支原体肺炎如何是好？,得支原体肺炎怎么治疗？,1
71,小儿肺炎支原体抗体弱阳性是什么意思？,小儿肺炎支原体抗体弱阳性的含义是什么？,1
72,支原体肺炎痊愈后还会咳嗽吗？,支原体肺炎痊愈后会不会还咳嗽？,1
73,小儿推拿能否治疗支原体肺炎？,小儿推拿可以治支原体肺炎吗？,1
74,小孩得了支原体肺炎什么药效果好？,小孩得了支原体肺炎用什么药最管用？,1
75,孩子得了支原体肺炎怎么办才好？,你家小孩子得了支原体肺炎该怎么做？,1
76,怎么正规治疗小儿支原体肺炎？,正规治疗小儿支原体肺炎怎么治？,1
77,支原体肺炎有什么症状治疗支原体肺炎的方法有哪些?,支原体肺炎有哪些症状有什么治疗方法？,1
78,宝宝肺炎支原体感染的症状是什么？,宝宝支原体肺炎感染有什么症状？,1
79,怎么治疗肺炎支原体肺炎？,肺炎支原体肺炎如何治疗？,1
80,怎么诊断检查支原体肺炎？,怎么能诊断检查出支原体肺炎？,1
81,顺尔宁能不能治疗支原体肺炎？,治疗支原体肺炎可以用顺尔宁吗？,1
82,小儿支原体肺炎的症状有哪些？,小儿支原体肺炎症状是什么？,1
83,肺炎支原体发高烧如何是好？,肺炎支原体发高烧怎么处理？,1
84,肺炎支原体发高烧如何是好？,肺炎支原体发高烧如何处理？,1
85,肺炎支原体发高烧怎么处理？,肺炎支原体发高烧如何处理？,1
86,肺炎支原体发高烧怎么处理？,肺炎支原体发高烧不退该怎么做？,1
87,肺炎支原体发高烧如何处理？,肺炎支原体发高烧不退该怎么做？,1
88,怎么治疗肺炎支原体弱阳性最好？,如何治肺炎支原体弱阳性效果好？,1
89,小儿支原体肺炎需要复查吗？,小儿支原体肺炎有必要复查吗？,1
90,儿童支原体肺炎需要吃阿奇霉素几个疗程？,儿童支原体肺炎吃几个疗程的阿奇霉素能好？,1
91,儿童支原体肺炎需要吃阿奇霉素几个疗程？,请问儿童支原体肺炎阿奇霉素需要吃几个疗程？,1
92,儿童支原体肺炎吃几个疗程的阿奇霉素能好？,请问儿童支原体肺炎阿奇霉素需要吃几个疗程？,1
93,儿童支原体肺炎吃几个疗程的阿奇霉素能好？,治疗儿童支原体肺炎阿奇霉素要吃几个疗程药？,1
94,请问儿童支原体肺炎阿奇霉素需要吃几个疗程？,治疗儿童支原体肺炎阿奇霉素要吃几个疗程药？,1
95,5岁宝宝支原体肺炎咳嗽厉害，不发烧怎么办？,5岁宝宝支原体肺炎咳嗽厉害，不发烧如何是好？,1
96,支原体感染可以吃莫西沙星片吗?,小儿支原体肺炎能否吃莫西沙星？,1
97,"小儿支原体肺炎一般如何医治,多长时间能好？",小儿支原体肺炎怎么治需要治疗多长时间？,1
98,小孩得支原体肺炎好了会复发吗？,小孩得支原体肺炎治愈后还复发吗？,1
99,支原体肺炎和衣原体肺炎哪个比较严重？,支原体肺炎和衣原体肺炎哪一种严重些？,1
100,小儿支原体肺炎如何治疗？,怎样治疗小儿支原体肺炎？,1
101,太儿欣罗红霉素干混悬剂用法用量是什么？,如何服用太儿欣罗红霉素干混悬剂？,1
102,治疗支原体肺炎首选哪种药为好？,哪种药治疗支原体肺炎最好？,1
103,小儿支原体肺炎咳嗽该吃什么药？,小儿支原体肺炎咳嗽吃什么药有效？,1
104,支原体肺炎吃什么药管用?,支原体肺炎适宜服用什么药?,1
105,缓解小儿支原体肺炎引起的咳嗽有什么方法？,怎么缓解小儿支原体肺炎引起的咳嗽？,1
106,支原体肺炎是不是一定会得哮喘？,支原体肺炎会引发哮喘吗？,1
107,婴幼儿感染支原体肺炎能否治愈？,宝宝肺炎支原体感染可以治好吗？,1
108,如何定义支原体小儿肺炎？,支原体小儿肺炎是什么意思？,1
109,婴儿吃阿奇霉素造成吐奶吗？,吃阿奇霉素会导致宝宝吐奶吗？,1
110,怎么确定宝宝得了肺炎支原体？,如何诊断宝宝得了肺炎支原体？,1
111,中医能否医治小儿支原体肺炎？,小儿支原体肺炎可以通过中医治疗吗？,1
112,小儿支原体肺炎的病因是什么？,引发小儿支原体肺炎的因素有哪些？,1
113,小儿支原体肺炎饮食上有什么需要注意的？,小儿支原体肺炎饮食的注意事项是什么？,1
114,小儿支原体肺炎如何食疗？,小儿支原体肺炎有什么食疗办法？,1
115,小儿支原体肺炎护理期间有什么需要注意？,小儿支原体肺炎护理有什么注意事项？,1
116,小儿支原体肺炎有什么治疗方法？,小儿支原体肺炎的治疗方法是什么？,1
117,小儿支原体肺炎有哪些症状？,小儿支原体肺炎有什么样的症状？,1
118,小儿支原体肺炎的饮食有什么要注意的？,小儿支原体肺炎的饮食注意事项是什么？,1
119,小儿支原体肺炎怎么护理？,小儿支原体肺炎是如何护理的？,1
120,小儿支原体肺炎会不会传染？,小儿支原体肺炎会传染给别人吗？,1
121,小儿支原体肺炎但是不咳嗽，要不要紧？,小儿支原体肺炎但是不咳嗽，是否严重？,1
122,中医能治小儿支原体肺炎吗？,中医能否治疗小儿支原体肺炎？,1
123,小儿支原体肺炎复发了如何是好？,小儿支原体肺炎复发了怎么做？,1
124,小儿支气管肺炎和支原体肺炎区别是什么？,小儿支气管肺炎和支原体肺炎有哪些区别？,1
125,小儿推拿对支原体肺炎有效果吗？,小儿推拿有助于治疗支原体肺炎吗？,1
126,治疗小儿支原体肺炎方法是什么？,小儿支原体肺炎有什么治疗方案?,1
127,小儿支原体肺炎会诱发脑炎吗？,小儿支原体肺炎会造成脑炎吗？,1
128,小儿支原体肺炎治愈的标准是什么？,确定小儿支原体肺炎治愈有何标准？,1
129,支原体肺炎引起低烧不退如何是好？,支原体肺炎低烧不退怎么治？,1
130,支原体肺炎打点滴和吃药哪个效果好？,支原体肺炎打点滴和吃药哪个更管用？,1
131,支原体肺炎治疗能注射哪些药？,支原体肺炎治疗又什么药可以注射？,1
132,支原体肺炎好后反复咳嗽该如何治疗？,支原体肺炎好后反复咳嗽怎么办？,1
133,罗红霉素的不良反应有哪些？,罗红霉素的不良反应是什么？,1
134,四环素洽疗解脲支原体效果怎么样？,四环素洽疗解脲支原体管用吗？,1
135,怎么治疗小儿支原体肺炎？,小儿支原体肺炎该怎么医治？,1
136,恩久平盐酸氨溴索分散片是治疗什么的？,恩久平盐酸氨溴索分散片能治什么病？,1
137,永喜盐酸多西环素肠溶胶囊有什么功效？,永喜盐酸多西环素肠溶胶囊作用有哪些？,1
138,克拉霉素胶囊阿维克有什么功效？,克拉霉素胶囊阿维克的作用是什么？,1
139,扁桃体炎患者能否服用克拉霉素分散片？,扁桃体炎可以吃克拉霉素分散片吗？,1
140,哺乳期能用红霉素软膏吗？,红霉素软膏能在哺乳期使用吗,1
141,预防小儿支原体肺炎复发的药有什么？,什么药能预防小儿支原体肺炎复发？,1
142,口腔感染医生说是厌氧菌所致的该如何是好？,口腔感染医生说是厌氧菌所致的怎么处理？,1
143,红霉素软膏的适应症有哪些？,红霉素软膏有什么适应症？,1
144,扁桃体老是反复每次掉几瓶药水怎么办好？,扁桃体老是反复每次掉几瓶药水该咋办？,1
145,支原体肺炎阿奇霉素扎了7天停药3天会怎么样？,支原体肺炎阿奇霉素扎了7天停药3天会有什么后果？,1
146,克拉霉素胶囊有什么功效？有什么适应症？,克拉霉素胶囊的作用是什么？适应症有哪些？,1
147,中耳炎用罗红霉素管用吗,红霉素能治愈中耳炎吗,1
148,刚出生的小孩可以用红霉素软膏吗,红霉素软膏可以用给新生儿吗,1
149,肝功能不全可以服用罗红霉素吗,肝功不全患者服用罗红霉素可以吗,1
150,红霉素肠溶片的功效是什么呢，要怎么服用,红霉素肠溶片要怎么用，功效是啥,1
151,请问服用肺力咳胶囊还需要服用消炎药吗,请问服用肺力咳胶囊还需要服用消炎药吗？,1
152,请问可利君片和鲨肝醇片放在一起治什么病,问可利君片和鲨肝醇片放在一起治什么病？？？？？？？？？？,1
153,扁桃体炎复发要补充什么呢,扁桃体炎老是反复复发需要补充什么呢,1
154,怀孕了有丹毒可以服用克拉霉素分散片吗,孕妇有丹毒，克拉霉素分散片可以服用吗,1
155,克拉霉素的介绍怎么没有呢,克拉霉素详细介绍咋没有,1
156,红霉素颗粒小孩一次吃多少合适,红霉素颗粒宝宝吃多少合适呢,1
157,小孩子咽扁颗粒和罗红霉素颗粒可以一块吃吗,咽扁颗粒和罗红霉素颗粒可以让小孩一块吃吗,1
158,鼻塞喉咙痒可以吃点罗红霉素吗,喉咙痒咳嗽鼻子堵能吃罗红霉素胶囊吗,1
159,克拉霉素胶囊治疗什么病,克拉霉素胶囊对什么疾病有用,1
160,罗红霉素的功效是什么？有哪些副作用？,请问克拉霉素胶囊的副作用是什么？作用是啥呢,1
161,红霉素软膏能治烫伤吗,红霉素是不是能治烫伤呢,1
162,我家小孩咽喉发炎可以吃利君沙吗,宝宝嗓子发炎吃利君沙管用吗,1
163,依托红霉素怎么吃？,依托红霉素颗粒怎么用药,1
164,四环素是不是黄安类，治疗什么病的？,四环素属于黄安类吗,1
165,牙龈炎吃罗红霉素可以吗,牙龈炎吃罗红霉素缓释胶囊有用吗效果好吗,1
166,请问依托红霉素颗粒能治疗干咳吗,你好依托红霉素颗粒能治疗干咳吗,1
167,罗红霉素可以治疗支原体衣原体尿道炎吗,罗红霉素对支原体衣原体尿道炎有效果吗,1
168,利君沙颗粒怎么样，治疗什么的？,利君沙颗粒怎么样呢，有什么作用,1
169,依托红霉素片一次吃多少,依托红霉素片怎么吃呢，吃多少？,1
170,小孩反复感冒咽喉长了怎么办？,小孩反复咳嗽好了咽喉怎么长了呢,1
171,四环素片对支原体衣原体阳性有效吗,支原体衣原体阳性吃四环素可以痊愈吗,1
172,怀孕可以吃罗红霉素吗,怀孕期间吃罗红霉素可以吗,1
173,盐酸氨溴索与罗红霉素可同时服用吗,盐酸氨溴索和罗红霉素能同时服用吗,1
174,孩子反复发烧很担心怎么办,反复发烧这种情况要不要担心？,1
175,我感冒嗓子疼可以吃利君沙吗,你好感冒嗓子疼可以吃利君沙吗怎么好,1
176,小孩子支原体肺炎恢复要注意什么,小孩支原体肺炎快恢复了，需要注意啥呢？,1
177,永喜盐酸多西环素肠溶胶囊吃多久就要停了,永喜盐酸多西环素肠溶胶囊药吃多少疗程，要多久？,1
178,感冒时地红霉素肠溶片可以吃吗,感冒了可以吃地红霉素肠溶片么,1
179,罗红霉素长时间服用有什么影响,罗红霉素有什么副作用,1
180,孩子咳嗽吃罗红霉素行不行,小孩感冒咳嗽可以吃罗红霉素吗,1
181,牙疼吃罗红霉素有用吗,牙疼吃罗红霉素可以吗,1
182,琥乙红霉素颗粒是不是消炎药,琥乙红霉素颗粒是消炎药吗？,1
183,罗红霉素颗粒适合小孩吗，治疗什么病,罗红霉素颗粒是不是不太适合小孩，治疗什么病呢,1
184,四个月宝宝可以喝依托红霉素,五个多月的宝宝可以吃依托红霉素颗粒吗,1
185,罗红霉素和头孢是不是消炎药呢,头孢和罗红霉素属于消炎药吗？,1
186,利君沙和甲硝唑会不会有反应,利君沙和甲硝唑能一起吃吗,1
187,我感冒嗓子疼可以吃利君沙吗,你好感冒嗓子疼可以吃利君沙吗,1
188,克拉霉素和克拉仙的功效和成分是什么,克拉霉素克拉霉素的成分功效分别有哪些,1
189,宝宝肺炎支原体感染用什么方法治疗能治愈？,宝宝得支原体肺炎要采取哪种办法能治愈好？,1
190,我女儿6岁支原体肺炎打了5天阿奇霉素不见好怎么做？,我女儿6岁支原体肺炎打了5天阿奇霉素不见好该如何处理？,1
191,两岁半宝宝用复方异托溴铵做雾化该服用的用量是多少？,两岁半宝宝用复方异托溴铵做雾化的用量是什么？,1
192,四环素片的主要功效和它的用法用量分别是什么？,四环素片的主要功效和它的用法用量是怎样的？,1
193,硬脂酸红霉素颗粒有平台卖的吗？,硬脂酸红霉素颗粒平台有卖的没有？,1
194,请问顺尔宁能治疗支原体肺炎吗？,患支原体肺炎，顺尔宁能治疗这个吗？,1
195,请问顺尔宁能治疗支原体肺炎吗？,得了支原体肺炎能否服用顺尔宁？,1
196,盐酸多西环素能同补钙的药一起服用吗？,盐酸多西环素能否和补钙的药一同服用吗？,1
197,阿奇霉素干混悬剂治疗小儿支原体肺炎管用吗？,用阿奇霉素干混悬剂治疗小儿支原体肺炎见效吗？,1
198,4岁宝宝29斤服用依托红霉素的用量是多少？,4岁宝宝29斤适合吃多少依托红霉素？,1
199,儿子是支原体肺炎医生开了博利康尼管用吗？,儿子是支原体肺炎医生开了博利康尼有效果吗？,1
200,请问顺尔宁能治疗支原体肺炎患者吗？,患了支原体肺炎顺尔宁可否能治疗？,1
201,请问顺尔宁能否治疗支原体肺炎效果如何？,请问顺尔宁是否可以治疗支原体肺炎效果怎么样？,1
202,多潘立酮混悬液和什么药物吃会起反应？,多潘立酮混悬液和什么药物吃有冲突？,1
203,患有支原体肺炎现在反复发作咳嗽严重如何是好？,患有支原体肺炎现在反复发作咳嗽严重怎么治疗？,1
204,请问顺尔宁能否治支原体衣原体肺炎有没有效果？,请问顺尔宁可以治支原体衣原体肺炎吗会有效果吗？,1
205,异丙托溴铵气雾剂小孩支原体肺炎能否使用？,小孩支原体肺炎能用异丙托溴铵气雾剂吗？,1
206,请问顺尔宁有什么作用可以用来治疗支原体肺炎吗？,请问顺尔宁功效是什么能否治疗支原体肺炎？,1
207,宝宝一周得了支原体肺炎输了五天阿奇霉素可以这样吗？,宝宝一周得了支原体肺炎输了五天阿奇霉素能行吗？,1
208,支原体肺炎感染，不打吊瓶可以吗？,支原体肺炎感染，能否不打吊瓶？,1
209,支原体肺炎感染，不打吊瓶可以吗？,支原体肺炎感染能否不打吊瓶？,1
210,支原体肺炎感染，能否不打吊瓶？,支原体肺炎感染能否不打吊瓶？,1
211,支原体肺炎感染，能否不打吊瓶？,支原体肺炎感染，不打吊瓶能行吗？,1
212,支原体肺炎感染能否不打吊瓶？,支原体肺炎感染，不打吊瓶能行吗？,1
213,支原体肺炎能吃转移因子胶囊吗？,支原体肺炎病人吃转移因子胶囊可取吗？,1
214,请问顺尔宁能治什么疾病？,请问顺尔宁是用于治疗怎样的疾病？,1
215,肺炎支原体检查多久出结果？,肺炎支原体检查结果多长时间能出来？,1
216,成年人会不会得支原体肺炎？,成年人是否会患上支原体肺炎吗？,1
217,你好，两岁多女孩去医院检查为支原体肺炎如何治疗？,你好，两岁多女孩去医院检查为支原体肺炎该怎么治疗呢？,1
218,支原体肺炎，好了以后脸和耳朵红是什么情况？,支原体肺炎，好了以后脸和耳朵红是怎么回事？,1
219,小儿支原体肺炎要怎么治疗？,该如何治疗小儿支原体肺炎？,1
220,肺炎输液期间吃辣椒会不会影响消炎？,肺炎输液期间吃辣椒对消炎有影响吗？,1
221,宝宝前段时间支原体肺炎，好了快半月了又复发该怎么办？,宝宝前段时间支原体肺炎，好了快半月了又复发如何是好？,1
222,支原体肺炎恢复期会传染吗？,支原体肺炎在恢复期内会不会传染？,1
223,支原体肺炎患者应该怎么治疗比较好呢？,支原体肺炎要如何治疗好？,1
224,两岁六个月宝宝支原体肺炎如何是好？,两岁六个月宝宝支原体肺炎该怎么治疗？,1
225,3岁宝宝支原体肺炎，弱阳性是什么意思？,3岁宝宝支原体肺炎，弱阳性代表什么？,1
226,支原体肺炎已经一个有了还是鼻塞是为什么?,支原体肺炎已经一个有了为什么还是鼻塞?,1
227,小儿支气管支原体肺炎打针后还发烧是怎么回事？,为什么小儿支气管支原体肺炎打针后还发烧？,1
228,宝宝肺炎支原体持续低烧不退如何是好？,小孩患支原体肺炎，还低烧，该怎么处理办？,1
229,"女儿九岁,支原体肺炎,已吃药两天不见好怎么治疗？","女儿九岁,支原体肺炎,已吃药两天不见好该如何是好？",1
230,请问干性胸膜炎有哪些症状,干性胸膜炎的症状是什么?,1
231,胸膜炎有哪些症状?吃什么药好?,胸膜炎症状是什么?吃什么药好?,1
232,胸膜炎做什么检查确诊？,到医院做什么检查才能检查出是胸膜炎？,1
233,胸膜炎的治疗手段有什么？,胸膜炎有什么方法治疗,1
234,胸膜炎结核，冶疗10天，会不会有好转？,对于胸膜炎结核，治疗十天后还用继续治疗吗？,1
235,胸膜炎伴积水严重吗？,请问胸膜炎伴积水是不是严重？,1
236,请问胸膜炎两层互相粘连了怎么办,粘连性胸膜炎怎么治疗?,1
237,请问胸膜炎积水术后会不会复发？,请问胸膜炎积水术后又没有可能复发？,1
238,请问胸膜炎吃药多久能看到效果？,请问胸膜炎吃药有效果需要多长时间？,1
239,请问胸膜炎一般是怎样引起的？,造成胸膜炎的原因是什么？,1
240,请问右上腹肋间痛是不是胸膜炎？,请问右上腹肋间痛会不会是胸膜炎？,1
241,请问患过结核胸膜炎能不能怀孕吗？,请问患过结核胸膜炎可以怀孕吗？,1
242,你好：我是干性胸膜炎，请问用能什么药治疗,请问干性胸膜炎吃什么药？,1
243,请问包裹性的结合胸膜炎如何根治？,请问如何根治包裹性的结合胸膜炎？,1
244,胸膜炎如何治疗饮食方面有什么建议,胸膜炎如何治疗饮食方面有什么需要注意的,1
245,细菌性胸膜炎应如何治疗能否治愈吗,细菌性胸膜炎应如何治疗可不可以治愈,1
246,胸膜炎治疗不当会有什么结果？,胸膜炎治疗不当会产生哪些后果？,1
247,结核性胸膜炎腹水怎么办？,结核性胸膜炎和肝腹水如何治疗？,1
248,结核性渗出性胸膜炎有什么治疗方法？,结核性渗出性胸膜炎有哪些治疗方法,1
249,胸膜炎积水已经包裹感冒会不会复发？,胸膜炎积水已经包裹会导致感冒复发吗？,1
250,胸膜炎做个胸部CT能检查出来吗？,CT能查出胸膜炎吗？,1
251,胸膜炎能不能喝铁打药酒？,铁打药酒可以治疗胸膜炎嘛？,1
252,胸膜炎好了胸疼什么原因？,胸膜炎好了为什么还会胸疼？,1
253,胸膜炎打头孢匹胺有效果吗,胸膜炎打头孢匹胺管用吗？,1
254,胸膜炎抽水出血丝是什么原因？,胸膜炎抽水出血丝是什么情况？,1
255,胸闷疼后背难受是不是胸膜炎,胸闷疼后背难受会不会是胸膜炎,1
256,陈旧性胸膜炎注意事项,陈旧性胸膜炎有什么需要注意的,1
257,胸膜炎治愈后有没有后遗症？,胸膜炎治愈后会不会有后遗症？,1
258,胸膜炎的症状有哪些啊？,胸膜炎有哪些症状表现,1
259,胸膜炎要注意什么饮食?,胸膜炎的饮食要注意什么？,1
260,干性胸膜炎能否传染？和注意事项..,干性胸膜炎是不是传染？和注意事项..,1
261,得胸膜炎后要怎样照顾自己,得胸膜炎后如何照顾自己,1
262,治胸膜炎用哪种中成药好,什么中成药治疗治胸膜炎好,1
263,治胸膜炎用哪种中成药好,治胸膜炎什么中成药效果好,1
264,什么中成药治疗治胸膜炎好,治胸膜炎什么中成药效果好,1
265,什么中成药治疗治胸膜炎好,什么中成药治胸膜炎效果好,1
266,治胸膜炎什么中成药效果好,什么中成药治胸膜炎效果好,1
267,胸膜炎胸部痛怎么治疗,胸膜炎、胸部疼痛怎么处理,1
268,胸膜炎急性胸部疼痛如何缓解,胸膜炎急性胸部疼痛怎样才能缓解,1
269,包裹性胸膜炎手术后会不会复发？,包裹性胸膜炎手术后是否会复发,1
270,胸膜炎的症状吃什么药,胸膜炎的症状该吃哪种药,1
271,胸膜炎症状胸膜炎严不严重？,胸膜炎症状胸膜炎严重吗？,1
272,胸膜炎一年了要做哪些复查？,胸膜炎一年了做一些什么复查？,1
273,胸膜炎严重吗能治愈吗,胸膜炎严重吗，好治疗吗？,1
274,什么原因引起胸膜炎,引起胸膜炎的原因是什么,1
275,"支气管肺炎,胸膜炎,不可以吃什么","支气管肺炎,胸膜炎,什么东西禁吃？",1
276,"支气管肺炎,胸膜炎,不可以吃什么","支气管肺炎,胸膜炎,饮食上注意什么",1
277,"支气管肺炎,胸膜炎,什么东西禁吃？","支气管肺炎,胸膜炎,饮食上注意什么",1
278,"支气管肺炎,胸膜炎,什么东西禁吃？","得了支气管肺炎,胸膜炎,吃什么需要忌口",1
279,"支气管肺炎,胸膜炎,饮食上注意什么","得了支气管肺炎,胸膜炎,吃什么需要忌口",1
280,怎么引起急性胸膜炎,急性胸膜炎是如何引起的呢？,1
281,右下肺炎引起的胸膜炎吃什么药好的快？,肺炎引起胸膜炎吃哪种药最好？,1
282,胸膜炎应该先看哪科？,胸膜炎应该先去什么科看？？,1
283,胸膜炎求助胸膜炎做CT前要不要打针吗？,胸膜炎求助胸膜炎做CT前是否需要打针？,1
284,胸膜炎的发病原因？,胸膜炎是怎么引起的？,1
285,治疗胸膜炎用贞芪扶正颗粒有效果吗,贞芪扶正颗粒辅助治疗胸膜炎可以吗,1
286,得肿瘤性胸膜炎跟什么有关系,是什么引起肿瘤性胸膜炎的,1
287,长期坐姿不好可能得胸膜炎吗,得胸膜炎跟长期坐姿不好有关系吗,1
288,照顾胸膜炎病人住院期间可以睡一块吗,胸膜炎住院期间陪伴病人一块睡可以吗,1
289,没得过肺病的人得胸膜炎可能性大吗,没得过肺病的人会可能得胸膜炎吗,1
290,得过胸膜炎以后发烧胸会疼吗,发烧会不会引起得过胸膜炎的人胸痛,1
291,胸膜炎症怎么会引起肋间神经痛,胸膜炎症引起肋间神经痛是怎么回事,1
292,反复发烧会是胸膜炎引起的吗,胸膜炎引起反复发烧的可能性大吗,1
293,胸膜炎的结节影是什么意思,什么是胸膜炎的结节影,1
294,结核胸膜炎消炎一星期有好转的可能性吗,结核胸膜炎消炎一星期能不能好转,1
295,检查胸膜炎需要做什么检查,检查有没胸膜炎需要做什么,1
296,从胸片能看出胸膜炎类型吗,胸膜炎能从胸片看出是哪种吗,1
297,胸膜炎能由牙龈发炎引发吗,牙龈发炎有引发胸膜炎的可能性吗,1
